0.00
0.19
0.18
0.19
0.19
0.22
0.24
0.23
0.25
0.24
0.21
0.22
0.21
0.24
0.27
0.27
0.28
0.26
0.23
0.24
0.23
0.26
0.25
0.28
0.26
0.24
0.27
0.23
0.23
0.26
0.27
0.26
0.26
0.27
0.24
0.25
0.24
0.29
0.28
0.27
0.31
0.27
0.26
0.27
0.25
0.25
0.26
0.27
0.30
0.25
0.27
0.28
0.25
0.27
0.26
0.25
0.27
0.28
0.25
0.28
0.26
0.24
0.27
0.24
0.26
0.29
0.29
0.30
0.26
0.28
0.27
0.25
0.27
0.23
0.23
0.23
0.23
0.22
0.24
0.27
0.27
0.27
0.29
0.28
0.28
0.31
0.33
0.32
0.30
0.28
0.29
0.29
0.32
0.29
0.29
0.29
0.30
0.28
0.28
0.30
0.30
0.31
0.31
0.33
0.30
0.28
0.31
0.31
0.31
0.32
0.31
0.34
0.35
0.32
0.32
0.33
0.33
0.30
0.30
0.31
0.31
0.29
0.30
0.28
0.28
0.30
0.32
0.29
0.31
0.33
0.35
0.37
0.35
0.34
0.35
0.36
0.36
0.39
0.38
0.35
0.37
0.37
0.37
0.40
0.42
0.42
0.44
0.46
0.47
0.46
0.45
0.43
0.45
0.42
0.49
0.44
0.49
0.47
0.49
0.50
0.51
0.52
0.52
0.51
0.52
0.53
0.55
0.52
0.57
0.53
0.57
0.54
0.57
0.54
0.53
0.57
0.55
0.54
0.55
0.57
0.52
0.50
0.53
0.53
0.50
0.46
0.50
0.52
0.52
0.53
0.57
0.57
0.54
0.56
0.57
0.53
0.56
0.52
0.54
0.54
0.58
0.59
0.58
0.63
0.62
0.63
0.62
0.61
0.59
0.60
0.58
0.59
0.59
0.59
0.60
0.57
